Muramasa	村正
Rune	符文
ETHER	以太
COMBAT POWER	戰力
COMBAT	戰鬥
Farm	掛機
RATE / DMG	機率／傷害
DMG	傷害
Trang Kho	倉庫頁籤
Trang	頁
Sau	下一頁
Code	程式碼
mult	倍率
TOP	最高
Game	遊戲
Mana	魔力
ẢI BẠN ĐANG CHIẾN ĐẤU TRONG GAME	遊戲中目前正在戰鬥的關卡
Gom cả Balo & Kho (trừ ngọc đang khảm trên người)	收集背包與倉庫中的寶石（不含已鑲嵌寶石）
Bắt buộc 6 trang bị (hoặc 3 trang sức) phải cùng cấp yêu cầu (ví dụ cùng Lv 50, hoặc cùng Lv 40). Ngăn chặn tuyệt đối việc bị trộn món Lv 20 tạo ra đồ Đỏ cấp thấp.	要求 6 件裝備（或 3 件首飾）具有相同需求等級（例如皆為 50 級或 40 級），避免混入 20 級物品而產生低等級紅裝。
Một cửa sổ nhỏ sẽ theo dõi tiến trình 24/7. Nếu game văng, nó sẽ tự bật lại trong vòng 10 giây!	小視窗會全天候監控程序。若遊戲閃退，會在 10 秒內自動重新啟動！
Tân Thủ (Chưa nạp save)	新手（尚未載入存檔）
Auto Jewel Forge & Storage	自動寶石鍛造與倉庫
Hồi sinh	復活
Taranis	塔拉尼斯
Excalibur	王者之劍
Pháp sư (Mage)	法師
Hiệp sĩ (Melee)	騎士（近戰）
Cung thủ (Ranged)	弓箭手（遠程）
Lv.	等級
File Explorer	檔案總管
